id;titre;auteur;prix;synopsis;edition;annee_publication;editeur;url_image;stock
452;"Les quatre accords toltèques";"Don Miguel Ruiz";6.99;"Découvrez ou redécouvrez Les quatre accords toltèques, et prenez comme des millions de lecteurs en France et à travers le monde, la voie de la liberté personnelle. Dans ce livre, Don Miguel révèle la source des croyances limitatrices qui nous privent de joie et créent des souffrances inutiles. Il montre en des termes très simples comment on peut se libérer du conditionnement collectif - le 'rêve de la planète', basé sur la peur - afin de retrouver la dimension d'amour inconditionnel qui est à notre origine et constitue le fondement des enseignements toltèques que Castenada fut le premier à faire découvrir au grand public. Don Miguel révèle ici 4 clés simples pour transformer sa vie et ses relations, tirées de la sagesse toltèque. Leur application au quotidien permet de transformer rapidement notre vie en une expérience de liberté, de vrai bonheur et d'amour. Les quatre accords toltèques : 1 - Que ta parole soit impeccable ; 2 - Ne réagis à rien de façon personnelle ; 3 - Ne fais aucune supposition ; 4 - Fais toujours de ton mieux. Nouvelle édition tant attendue en format poche de ce best-seller ! 750'000 exemplaires vendus en France de ce texte de référence en développement personnel. UN EVENEMENT !";1;2016;"Jouvence";"mwchaqaaqbaj.jpeg";105
453;"La joie";"Charles Pepin";6.99;"Solaro traverse les épreuves de l'existence avec une force que les autres n'ont pas : il sait jouir du moment présent. Ce livre est son histoire, le roman d'un homme joyeux. C'est aussi une invitation à la réflexion, à comprendre ce qu'est la ' joie ', cette force mystérieuse qui, à tout instant, peut rendre notre vie exaltante. 'Je lui dis que ma sortie je n'y pense jamais. Jamais. Je lui dis que j'ai cette vie là à aimer et que c'est bien assez. Je lui dis que je ne veux pas de son espoir parce que l'espoir est un poison : un poison qui nous enlève la force d'aimer ce qui est là.' Solaro traverse les épreuves de l'existence avec une force que les autres n'ont pas : il sait jouir du moment présent. Ce livre est son histoire, le roman d'un homme joyeux. C'est aussi une invitation à la réflexion, à comprendre ce qu'est la ' joie ', cette force mystérieuse qui, à tout instant, peut rendre notre vie exaltante.";1;2015;"Allary";"1hhabgaaqbaj.jpeg";22
454;"De nez à nez";"Vincent Bouton";10.99;"Cet ouvrage propose de découvrir le nez, à travers l'histoire, la mythologie, l'histoire de la médecine, des anecdotes et des figures célèbres comme Louis XIV ou Sigmund Freud. Vincent Bouton, chirurgien ORL signe ici son troisième pensum sur le nez et la rhinologie.";1;2014;"Editions L'Harmattan";"t3zfbaaaqbaj.jpeg";24
455;"Walking Dead Comics Compagnon";"Robert Kirkman";9.99;"Très richement illustré, ce complément idéal à la série de comics propose de très nombreuses rubriques : des interviews des créateurs (Robert Kirkman, Charlie Adlard, Eric Stephenson, Dave Stewart), les meilleurs moments de la série décortiqués et analysés (Rick vs Negan, les morts les plus horribles, les survivants les plus « bad ass », etc.) et des profils de personnages (Glenn, Maggie, Tyreese, Carl sans oublier... Negan).";1;2017;"Delcourt";"9ng5dwaaqbaj.jpeg";10
456;"Le diable au Moyen Âge";"Ginette Ashby";4.99;"Si l'on se refuse à admettre que les auteurs du Moyen Âge qui dissertent du diable sont des faibles d'esprit, si l'on ne croit pas qu'ils cherchent à tromper délibéremment ou à édifier leurs lecteurs à bon compte et si l'on ne présume pas qu'ils répètent inlassablement des histoires venues d'ailleurs, il faut alors convenir, qu'un certain nombre de fois au moins, ils font état de phénomènes, c'est-à-dire, sinon de faits au sens d'aujourd'hui, du moins d'apparences qui y ressemblent fort. Qu'il soit bien entendu que les diableries qui posent vraiment le problème ne sont pas celles qui sont de simples thèmes littéraires. C'est au moment où le démoniaque se présente comme une expérience vécue, une forme de la perception et un fait mental qu'il a sa pleine et entière réalité. C'est à ce niveau que la critique doit par priorité se situer. L'historien n'a certes pas la possibilité de juger de la matérialité d'une manifestation diabolique sur laquelle il n'a aucun moyen de contrôle et qui pour le fond ne relève pas de sa discipline. Par contre il sait qu'un bon observateur doit être pris au sérieux lorsqu'il décrit des phénomènes dont il explique le caractère exceptionnel par l'intervention du démon. Il peut au moins prétendre se faire une idée sur la manière dont s'élabore mentalement une vision diabolique et sur la façon dont elle s'exprime. Faute de mieux c'est sur ce court domaine imaginatif et fabulatoire qu'il a prise et qu'il doit faire porter son effort.";1;2014;"Presses universitaires de Provence";"qrowcwaaqbaj.jpeg";100
457;"Avec Bacon";"Franck Maubert";6.49;"« Il n’est que dix heures du matin. Il dégoupille le muselet de métal et fait sauter le bouchon. Le rire quasi continu de Bacon, sa bonne humeur tranchent avec le désespoir que dégagent ses tableaux. Je saisis qu’il y a un sens aigu du tragique en lui, mêlé au comique, comme chez Shakespeare, un autre de ses auteurs de chevet. Est-il ce Dr Jekyll et Mr Hyde ? »";1;2021;"Editions Gallimard";"rlkyeaaaqbaj.jpeg";14
458;"Je raffole de Paris";"Lindsey Kelk";5.99;"« Un livre hilarant. Fans de Sex and the City : à ne pas manquer ! » Closer Orages et désespoirs dans la Ville de l’amour ! Quand le petit ami d’Angela lui propose un voyage à Paris en même temps que la revue de mode Belle lui commande un article, Angie saute sur l’occasion. Mais alors qu’elle tombe sous le charme de la vie parisienne, elle découvre un jour Alex en tête à tête avec son ex et Paris lui semble tout de suite moins romantique. Avec Londres et son ancienne vie à seulement une journée de train, Angela va devoir décider si elle reste pour se battre... ou si elle rentre chez elle en courant ! « Parsemée de pépites d’humour et de surprises, cette suite merveilleuse ne manquera pas de satisfaire vos attentes. » Closer « Un récit réaliste et toujours aussi agréable à lire, par l’étoile montante de la chick-lit, Lindsey Kelk. » Heat « Drôle, romantique et léger : une lecture parfaite pour l’été ! » Closer « Voici une chick-lit parfaite pour se distraire. » Heat Lindsey Kelk a déjà écrit trois best-sellers : J’adore New York, J’aime Hollywood et Je raffole de Paris, tous trois publiés chez Milady. Quand elle n’écrit pas, ne lit pas, n’écoute pas de musique et ne regarde pas la télévision à outrance, elle adore porter des chaussures, en acheter et critiquer celles des autres. Même si elle est emballée par sa vie new-yorkaise, Lindsey est nostalgique de Londres, des friandises anglaises et des cocktails à base de gin qu’elle buvait avec ses amis. Pas forcément dans cet ordre.";1;2016;"Milady";"nhfndaaaqbaj.jpeg";105
459;"La fille de l'Espagnole";"Karina Sainz Borgo";7.99;"' Ils nous ont séparés de part et d’autre d’une ligne. Celui qui a quelque chose et celui qui n’a rien. Celui qui est fiable et celui qui est suspect. Je ne vivais pas bien, mais si j’étais sûre d’une chose, c’était que ça pouvait toujours être pire. ' Dans ce qui ressemble au Venezuela de Maduro, de violentes manifestations sèment le chaos à Caracas. Adelaida Falcón vient de perdre sa mère. L’immeuble où elle habite se retrouve au coeur des combats entre jeunes opposants et forces de l’ordre. Expulsée de son logement, Adelaida se réfugie chez une voisine, une jeune femme surnommée ' la fille de l’Espagnole '. Pour survivre depuis sa cachette, elle doit apprendre à devenir une autre et à se battre. Quitte à payer le prix fort.";1;2021;"Editions Gallimard";"zx8xeaaaqbaj.jpeg";14
460;"Discours de la servitude volontaire";"Étienne de La Boétie";2.49;"Et si la domination ne provenait pas tant du tyran que de l’individu soumis ? Cette intuition subversive et fulgurante fonde le Discours de la servitude volontaire. Dans cette leçon politique, éthique et morale intemporelle, La Boétie nous invite à la révolte contre toute oppression, toute exploitation, toute corruption, contre l’armature même du pouvoir : « Soyez donc résolus à ne plus servir et vous serez libres. » Traduit en français moderne par Séverine Auffret";1;2021;"Fayard/Mille et une nuits";"vhc6eaaaqbaj.jpeg";10
461;"Walking Dead : L'ultime Combat (Édition spéciale)";"Robert Kirkman";9.99;"Impossible d’échapper à ce véritable phénomène de librairie, Walking Dead est devenu en quelques mois un indispensable des rayons BD, mais aussi des petits écrans puisque le comics fait l’objet d’une adaptation en série T.V. par AMC. Bon voyage au pays des morts ! Cette édition spéciale regroupe en un seul volume le récit qui a tenu en haleine les lecteurs pendant plusieurs mois et qui clôt l’arc narratif consacré à Negan. Redécouvrez le travail de Charlie Adlard dans cet ouvrage exceptionnel, qui présente pour la première fois l’intégralité des crayonnés du dessinateur. Une publication à ne pas manquer ! « Walking Dead a réussi à immédiatement s’imposer comme le plus bel enfant illégitime de George A. Romero. » Mad Movies « Une série reconnue pour la qualité des intrigues, qui délaissent les habituels affrontements humains/zombies pour explorer la psychologie des survivants. » Télérama";1;2015;"Delcourt";"31hjbqaaqbaj.jpeg";88
462;"La chronique des Bridgerton (Tome 3) - Benedict";"Julia Quinn";5.99;"Comme le rapporte la mystérieuse lady Whistledown dans sa chronique mondaine, on a vu, lors du bal masqué organisé par les Bridgerton, Benedict, le cadet de la famille, en compagnie d’une ravissante inconnue. Mais à minuit, la belle s’est enfuie. Depuis, il a beau la chercher dans tout Londres, elle semble s’être évaporée. Qui pourrait se douter que sous le masque de soie noire se cachait Sophie Beckett, fille illégitime du comte de Penwood, haïe par sa marâtre qui la cantonne à l’office ? Quand Benedict croisera de nouveau Sophie, saura-t-il la reconnaître sous ses habits de domestique ?";1;2016;"J'ai Lu";"h6eccwaaqbaj.jpeg";24
463;"Le star-système hollywoodien";"Richard Dyer";14.99;"Le 'Star-système hollywoodien' articule les différentes approches théoriques et critiques qui concernent l'analyse du phénomène de la star. L'auteur présente et commente ces différentes approches et propose ses propres théories et méthodes, en illustrant ses réflexions d'études de cas choisis dans le cinéma hollywoodien classique et moderne (il s'intéresse en outre à l'image de Jane Fonda). 'Marilyn Monroe et la sexualité' analyse l'image de la star en la mettant en relation avec les représentations dominantes de la sexualité dans la société nord-américaine des années cinquante.";1;2004;"Editions L'Harmattan";"32zfbxmbwkkc.jpeg";80
464;"Le geste et les gestes au Moyen Âge";"Marie-Geneviève Grossel";10.99;"Si le geste peut se faire révélateur des sentiments intimes d'un personnage, l'absence de tout geste peut parfois s'avérer tout aussi significative. Hypnose, coup de foudre, pétrification, extase : autant d'attitudes qui peuvent dévoiler l'état d'âme du héros. Qu'on songe à la pétrification de Lancelot à la vue de Guenièvre, à l'extase de Perceval devant le sang de l'oie blessée sur la neige, à l'hypnose de Gauvain devant les gouttes tombées de la Lance flamboyante sur la table d'ivoire, au silence de Perceval au passage du Graal, à la paralysie de Lancelot devant la vision de la Coupe mystique.";1;2014;"Presses universitaires de Provence";"wnsxcwaaqbaj.jpeg";3
465;"Bleach -";"Tite Kubo";4.99;"Pour les shinigamis tombés au combat, et pour Soul Society, Genryûsai brandit la lame de sa colère ! Le moment est-il venu pour la confrontation avec le quincy Yhwach, longue de mille ans, de trouver sa fin ? Pendant ce temps, quel spectacle s’offre aux yeux d’Ichigo, qui est arrivé à Soul Society ?";1;2017;"Glénat Manga";"lzzcdgaaqbaj.jpeg";5
466;"L'été slovène";"Clément Bénech";4.99;"« Tu te souviens pourquoi on est venus en Slovénie, pourquoi on a décidé de faire ce voyage ensemble ? Oui, je me souvenais. Je consentis donc à faire l’amour, ce que je n’ai pas regretté. » Cet été-là, il part avec Éléna en Slovénie, pour changer d’air. Mais très vite, tout vient contrarier l’intimité du jeune couple : la traversée à la nage d’un lac glacé, une nuit passée dans un parc, un accident de voiture, une chatte en chaleur dans leur chambre d’hôtel, rien ne se passe comme ils l’espéraient. Dès lors, ce périple chaotique semble déteindre sur leur relation au point qu’ils finissent par ressembler, l’un pour l’autre, au pays qu’ils traversent : aussi familier que mystérieux, aussi énervant qu’attendrissant. Avec beaucoup d’humour et de subtilité, Clément Bénech nous offre les instantanés d’un amour qui décline et qui, malgré la bonne volonté des deux amants, court inexorablement vers sa fin. Portrait de Clément Bénech par Léa Crespi © Flammarion";1;2013;"Flammarion";"-yqulvnhozkc.jpeg";100
