id;titre;auteur;prix;synopsis;edition;annee_publication;editeur;url_image;stock
170;"Hygiène de l'assassin";"Amélie Nothomb";5.49;"Prétextat Tach, prix Nobel de littérature, n'a plus que deux mois à vivre. Des journalistes du monde entier sollicitent des interviews de l'écrivain que sa misanthropie tient reclus depuis des années. Quatre seulement vont le rencontrer, dont il se jouera selon une dialectique où la mauvaise foi et la logique se télescopent. La cinquième lui tiendra tête, il se prendra au jeu. Si ce roman est presque entièrement dialogué, c'est qu'aucune forme ne s'apparente autant à la torture. Les échanges, de simples interviews, virent peu à peu à l'interrogatoire, à un duel sans merci où se dessine alors un homme différent, en proie aux secrets les plus sombres. Premier roman d'une extraordinaire intensité, où Amélie Nothomb, 25 ans, manie la cruauté, le cynisme et l'ambiguïté avec un talent accompli.";1;2011;"Albin Michel";"content?id=bj_P4pC7Bo4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";68
171;"Les Délices de Turquie - Nouvelle édition";"Jan WOLKERS";8.99;"Original, cru, provocateur, tendre, joyeux, désespéré, un roman puissant, entre Les Valseuses et Le Dernier Tango à Paris, par un des plus grands écrivains hollandais. A Amsterdam, dans les années 60. ' Deux pigeons s'aimaient d'amour tendre... Cette histoire a été racontée sur tous les tons, sur tous les temps. Mais voici que de Hollande nous arrive une passion folle et grave, érotique et drôle, tragique et délirante. Les Délices de Turquie sont à la littérature ce que Le Dernier Tango à Paris fut au cinéma : une entreprise raisonnée de dérèglement de tous les sens. Si l'amour fou du jeune peintre et d'Olga la Rousse rappelle celui de Mona et d'Henry Miller dans Sexus, il respire le vin et les canaux d'Amsterdam, les draps de lit froissés et les crépuscules où l'on se serre l'un contre l'autre. Un livre de nos chevets les plus intimes. ' 4e originale de l'édition de 1976, tout est dit !";1;2021;"Belfond";"content?id=N2YtEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";44
172;"Agents et associés (Tome 2) - Étroite collaboration";"Layla Reyne";5.99;"Aidan et Jamie sont agents du FBI, et accessoirement amants. Pris pour cibles par un terroriste, ils sont envoyés en mission en Caroline du Nord. Opération illégale de paris et usurpation d’identité au sein d’une équipe universitaire de basket-ball ? Voilà une enquête de taille ! L’occasion pour Jamie de plonger dans le passé, retrouver le monde qu’il a autrefois connu... et croiser le chemin de son ex. Mais ne risque-t-il pas de voir ses secrets dévoilés au grand jour ? Les deux experts parviendront-ils à démanteler le réseau tout en assurant un équilibre essentiel à leur relation?";1;2019;"J'ai Lu";"content?id=KwCqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";60
173;"Étranges récits, étranges lectures";"Rachel Bouvet";15.99;"L'enjeu de ce livre est double: d'une part, il s'agit de définir l'effet fantastique, dont tout le monde parle mais qui n'a pas fait l'objet d'une véritable étude, et d'autre part, de remettre en cause la conception selon laquelle la lecture est un processus fondé sur l'élimination des indéterminations. Le but n'est donc pas d'élaborer une nouvelle définition du texte fantastique mais bien d'explorer l'acte de lecture de textes reconnus comme tels. Notre étude du rôle des indéterminations dans la lecture du fantastique comprend trois chapitres. Dans le premier, nous essayons de définir en quoi consistent les indéterminations du récit fantastique. Le second chapitre est consacré à l'articulation du rapport entre l'indétermination et l'effet fantastique qui se produit au cours de la lecture. Dans le troisième chapitre, nous nous interrogeons sur le rapport entre indétermination et interprétation, et plus particulièrement sur l'amorce du processus interprétatif et sur l'attitude interprétative.";1;2013;"PUQ";"content?id=tVonDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";48
174;"Le Lien";"Laurent Mauvignier";4.49;"Elle croit qu’il est parti par goût de la liberté. Il pense qu’il revient parce qu’elle est malade. Les voilà de nouveau ensemble, avec, devant eux, le temps de s’avouer ce qui les réunit et d’affronter ce qui les sépare.";1;2012;"Minuit";"content?id=QEVSCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";1
175;"Walking Dead T30";"Robert Kirkman";9.99;"Après les derniers événements qui ont plongé Alexandria et ses habitants en plein désarroi, Rick, Dwight, Eugene et Negan ont tous quelque chose à prouver. Ce qui les attend, ce sont de nouveaux amis, de nouveaux ennemis et de nouvelles menaces, c'est à dire - pour résumer - un tout nouveau monde. Et ce nouveau monde recèle bien plus que cela, s'érigeant carrément en nouvel ordre mondial. Est-ce que les survivants d'Alexandria sont prêts à l'accepter ?";1;2018;"Delcourt";"content?id=rVdvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";10
176;"Rapport de police";"Marie Darrieussecq";7.99;"L'accusation de plagiat est peut-être l'archétype de l'accusation littéraire, une tentative de meurtre symbolique, qui réussit parfois. Ce Rapport de police étudie les attaques des dénonciateurs ; et aussi, d'Apollinaire à Zola, de Freud à Mandelstam, de Daphné Du Maurier à Paul Celan, les réactions des accusés. La plagiomnie – la calomnie plagiaire – manifeste une surveillance de la fiction, qui passe par la notion de crime, voire de blasphème, et pose la question du sacré en littérature. C'est cette surveillance, qui vaut pour toute écriture non appropriée, dont est retracée ici la longue histoire, de Platon au goulag.";1;2010;"POL Editeur";"content?id=fHo44SoRZAgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";46
177;"La Damnation des stars";"Nicolas Bonnal";8.49;"« Sans la musique, la vie serait une erreur », disait Nietzsche. Sans les stars aussi. Les stars ont bouleversé notre siècle, en même temps que la révolution médiatique. Elles imprègnent notre vie quotidienne, nous fascinent et nous transforment, jouant sur notre psychisme, nos goûts et nos comportements. Pourquoi les stars nous hantent-elles à ce point ? À notre époque, marquée par une déviation de la spiritualité et par une médiatisation planétaire, les stars sont devenues les dieux maudits, les héros damnés de la nouvelle religion universelle. Elles sont notre Colonel Kurtz, ce rôle-clé de Marlon Brando. « Riches et célèbres », les stars représentent ce qu’une civilisation matérielle peut offrir de mieux au citoyen mué en spectateur passif. La star exauce d’autre part nos fantasmes et nos désirs, et elle brave interdits et tabous. Elle est « celle qui nie » (Méphisto) et qui franchit, comme Jim Morrison, les Doors, les portes qui nous retiennent. Mais il y a un prix à payer : la damnation des stars, à la hauteur des plaisirs souverains d’une existence superbe. Pour avoir vendu son âme au diable, la star est victime de souffrances liées à un parcours chaotique et ténébreux... « Le génie, ça rend marteau », chantait Gainsbourg... Les stars connaissent souvent un destin tragique. Comme un héros de tragédie, la star doit payer au démon ce qu’elle lui a coûté pour sa promotion et la réalisation de ses secrets desseins. La star tragique peut périr jeune ou finir isolée et oubliée, et macérer les souvenirs amers de sa jeunesse folle sur son boulevard du crépuscule. Cette enquête, d’inspiration faustienne, montre que les destins d’exception liés au spectacle sont en même temps bien souvent de terribles épreuves. La durée de vie des stars est en moyenne inférieure à la nôtre. Elles risquent leur vie par leurs tentations et leurs audaces ; ou elles meurent comme Marilyn du vol de leur apparence ; ou elles se désespèrent comme Kurt Cobain de leur voyage au bout de la nuit...";1;1996;"FeniXX";"content?id=2UBYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";52
178;"J'ai failli te manquer";"Lorraine FOUCHET";13.99;"Rattraper le temps perdu Lise et Cerise n'ont en commun que la rime. Tout oppose la mère et la fille. D'ailleurs c'est simple, Lise voulait un garçon. À la mort d'Axel, mari et père adoré, les deux femmes se retrouvent en tête à tête, et se repoussent comme des aimants réfractaires. Mais une inconnue s'invite dans l'équation. Elle efface tout, même les ressentiments, et apporte d'inespérées retrouvailles. Car il n'est jamais trop tard pour s'aimer... Dans la famille Venoge, on se déchire avec panache. Pourtant, la tendresse est bien là, en embuscade, et lorsqu'elle s'engouffre enfin dans la brèche, elle transforme les années perdues en heures gagnées. Lorraine Fouchet nous l'affirme, le bonheur est réservé à tout le monde.";1;2020;"Héloïse d'Ormesson";"content?id=g4XZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";65
179;"Enola Holmes - Tome 5";"Serena Blasco";8.99;"Londres, juin 1889 La logeuse d’Enola Holmes a été kidnapée ! En rentrant chez elle, Enola découvre son nouveau foyer dévasté et constate l’enlèvement de sa chère logeuse, Mrs Tupper. Aussitôt, Enola se lance à sa recherche, et s’aperçoit que l’origine de cette disparition est liée à un énigmatique message brodé sur le ruban d’une robe appartenant à Mrs Tupper. De filatures en fouilles acharnées, son enquête la mène à la célèbre Florence Nightingale, infirmière britannique qui a dédié sa vie aux soins des malades, notamment lors de la guerre de Crimée, trente ans plus tôt. La grande dame pourrait bien être à l’origine du message crypté, qui dévoilé, provoquerait un véritable scandale...";1;2018;"Jungle";"content?id=49FiDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";14
180;"L'Occident et les autres";"Sophie BESSIS";9.99;"L'Occident gouverne le monde depuis si longtemps que sa suprématie lui paraît naturelle. Elle est à ce point constitutive de son identité collective qu'on peut parler d'une véritable culture, sur laquelle les Occidentaux continuent de construire leurs rapports avec l'Autre : rien ne semble ébranler durablement la conviction qu'ils ont de leur supériorité. C'est ce noyau obscur de la culture occidentale que Sophie Bessis explore dans ce livre. Après une synthèse historique des relations de l'Occident avec les ' autres ', depuis la Renaissance, et des contenus successifs donnés à l'universel, elle propose un état des lieux des rapports de forces actuels –; notamment économiques –; entre ce qu'on appelle communément le Nord et le Sud. Elle étudie les formes nouvelles d'hégémonie des puissances mondiales, les réactions qu'elles suscitent dans les Suds, et les mutations en cours, peut-être porteuses d'un changement de l'ordre du monde. Et elle propose, sur cette base, des réponses stimulantes à tous ceux qui se posent des questions sur le cours actuel et sur les sens multiples de la mondialisation.";1;2020;"La Découverte";"content?id=HGDMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";56
181;"Espace public : quelle reconnaissance pour les femmes ?";"Collectif";9.99;"Les réflexions sur l’espace public, ses usages, ses conceptions au regard de l’approche de genre connaissent depuis 20 ans un élan considérable dans le monde académique. Elles sont également au coeur du débat politique et médiatique. La question de la place de chacun et de chacune, dans l’expression multiple de leurs genres, demeure soumise à des normes de comportements et parfois à un manque de reconnaissance. Les textes analysent, avec leurs approches pluridisciplinaires, la place des femmes en France, en Égypte, en Afrique subsaharienne, au Maroc et au Luxembourg. Parfois acquise, souvent en cours d’acquisition, la liberté des femmes d’être présentes dans l’espace et le débat public, se heurte à des résistances culturelles. Le présent ouvrage montre ainsi que les parcours de reconnaissance et d’expression des femmes demeurent au XXIe siècle, malgré de grandes avancées, un droit non encore pleinement acquis.";1;2021;"UGA Éditions";"content?id=OJIkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";64
